clientReference,accountReference,effectiveDateTime,iban,paymentType,paymentSubtype
35415,335415,2009-05-03,115,Crypto Transfers,Transfer out
35416,335416,2009-05-02,116,Crypto Transfers,Transfer in
35417,335417,2009-05-01,117,ACAT,ACAT Out
35418,335418,2009-04-30,118,Crypto Transfers,Transfer in
35419,335419,2009-04-29,119,Crypto Transfers,Transfer in
35420,335420,2009-04-28,120,Customer Contact,Address
35421,335421,2009-04-27,121,ACAT,ACAT In
35422,335422,2009-04-26,122,ACH,ACH In
35423,335423,2009-04-25,123,Crypto Transfers,Transfer in
35424,335424,2009-04-24,124,Customer Contact,Phone Number
35425,335425,2009-04-23,125,ACAT,ACAT Out
35426,335426,2009-04-22,126,Wire,Wire Out
35427,335427,2009-04-21,127,ACH,ACH Out
35428,335428,2009-04-20,128,Crypto Transfers,Transfer out
35429,335429,2009-04-19,129,Wire,Wire Out
35430,335430,2009-04-18,130,Wire,Wire In
35431,335431,2009-04-17,131,ACAT,ACAT In
35432,335432,2009-04-16,132,ACH,ACH Out
35433,335433,2009-04-15,133,ACH,ACH In
35434,335434,2009-04-14,134,Customer Contact,Address
35435,335435,2009-04-13,135,Customer Contact,Name
35436,335436,2009-04-12,136,Crypto Transfers,Transfer out
35437,335437,2009-04-11,137,Wire,Wire In
35438,335438,2009-04-10,138,ACH,ACH In
35439,335439,2009-04-09,139,ACH,ACH Out
35440,335440,2009-04-08,140,Wire,Wire In
35441,335441,2009-04-07,141,ACH,ACH In
35442,335442,2009-04-06,142,ACAT,ACAT Out
35443,335443,2009-04-05,143,Crypto Transfers,Transfer in
35444,335444,2009-04-04,144,Wire,Wire Out
35445,335445,2009-04-03,145,ACH,ACH Out
35446,335446,2009-04-02,146,Wire,Wire In
35447,335447,2009-04-01,147,Customer Contact,E-mail
35448,335448,2009-03-31,148,ACH,ACH Out
35449,335449,2009-03-30,149,Customer Contact,Address
35450,335450,2009-03-29,150,ACAT,ACAT In
35451,335451,2009-03-28,151,Customer Contact,Name
35452,335452,2009-03-27,152,ACAT,ACAT Out
35453,335453,2009-03-26,153,ACAT,ACAT Out
35454,335454,2009-03-25,154,Crypto Transfers,Transfer in
35455,335455,2009-03-24,155,ACH,ACH Out
35456,335456,2009-03-23,156,Crypto Transfers,Transfer in
35457,335457,2009-03-22,157,ACAT,ACAT Out
35458,335458,2009-03-21,158,ACAT,ACAT Out
35459,335459,2009-03-20,159,Crypto Transfers,Transfer in
35460,335460,2009-03-19,160,Crypto Transfers,Transfer out
35461,335461,2009-03-18,161,Crypto Transfers,Transfer out
35462,335462,2009-03-17,162,Crypto Transfers,Transfer in
35463,335463,2009-03-16,163,Customer Contact,Phone Number
35464,335464,2009-03-15,164,Customer Contact,Name
35465,335465,2009-03-14,165,Wire,Wire In
35466,335466,2009-03-13,166,ACAT,ACAT In
35467,335467,2009-03-12,167,ACAT,ACAT Out
35468,335468,2009-03-11,168,Customer Contact,E-mail
35469,335469,2009-03-10,169,Crypto Transfers,Transfer in
35470,335470,2009-03-09,170,Wire,Wire Out
35471,335471,2009-03-08,171,Wire,Wire Out
35472,335472,2009-03-07,172,Crypto Transfers,Transfer in
35473,335473,2009-03-06,173,ACAT,ACAT Out
35474,335474,2009-03-05,174,Wire,Wire Out
35475,335475,2009-03-04,175,ACAT,ACAT Out
35476,335476,2009-03-03,176,Customer Contact,Name
35477,335477,2009-03-02,177,Crypto Transfers,Transfer in
35478,335478,2009-03-01,178,ACAT,ACAT Out
35479,335479,2009-02-28,179,Crypto Transfers,Transfer out
35480,335480,2009-02-27,180,Wire,Wire Out
35481,335481,2009-02-26,181,ACH,ACH Out
35482,335482,2009-02-25,182,ACAT,ACAT Out
35483,335483,2009-02-24,183,Crypto Transfers,Transfer out
35484,335484,2009-02-23,184,ACAT,ACAT Out
35485,335485,2009-02-22,185,Wire,Wire Out
35486,335486,2009-02-21,186,Crypto Transfers,Transfer in
35487,335487,2009-02-20,187,Wire,Wire Out
35488,335488,2009-02-19,188,Crypto Transfers,Transfer in
35489,335489,2009-02-18,189,ACAT,ACAT In
35490,335490,2009-02-17,190,Crypto Transfers,Transfer in
35491,335491,2009-02-16,191,ACAT,ACAT In
35492,335492,2009-02-15,192,ACH,ACH Out
35493,335493,2009-02-14,193,ACAT,ACAT In
35494,335494,2009-02-13,194,Crypto Transfers,Transfer out
35495,335495,2009-02-12,195,ACH,ACH In
35496,335496,2009-02-11,196,ACAT,ACAT In
35497,335497,2009-02-10,197,ACAT,ACAT Out
35498,335498,2009-02-09,198,ACAT,ACAT In
35499,335499,2009-02-08,199,ACAT,ACAT In
35500,335500,2009-02-07,200,ACH,ACH Out
35501,335501,2009-02-06,201,Customer Contact,Address
35502,335502,2009-02-05,202,Wire,Wire In
35503,335503,2009-02-04,203,ACAT,ACAT Out
35504,335504,2009-02-03,204,ACAT,ACAT Out
35505,335505,2009-02-02,205,ACH,ACH In
35506,335506,2009-02-01,206,Crypto Transfers,Transfer out
35507,335507,2009-01-31,207,ACH,ACH In
35508,335508,2009-01-30,208,Customer Contact,E-mail
35509,335509,2009-01-29,209,ACAT,ACAT In
35510,335510,2009-01-28,210,Crypto Transfers,Transfer out
35511,335511,2009-01-27,211,Customer Contact,Address
35512,335512,2009-01-26,212,Wire,Wire Out
35513,335513,2009-01-25,213,ACAT,ACAT In
35514,335514,2009-01-24,214,ACH,ACH In
35515,335515,2009-01-23,215,Crypto Transfers,Transfer out
35516,335516,2009-01-22,216,ACAT,ACAT Out
35517,335517,2009-01-21,217,ACH,ACH In
35518,335518,2009-01-20,218,Wire,Wire Out
35519,335519,2009-01-19,219,Crypto Transfers,Transfer out
35520,335520,2009-01-18,220,Crypto Transfers,Transfer in
35521,335521,2009-01-17,221,ACH,ACH In
35522,335522,2009-01-16,222,Customer Contact,Name
35523,335523,2009-01-15,223,Crypto Transfers,Transfer out
35524,335524,2009-01-14,224,ACH,ACH In
35525,335525,2009-01-13,225,Crypto Transfers,Transfer out
35526,335526,2009-01-12,226,Customer Contact,Name
35527,335527,2009-01-11,227,ACH,ACH In
35528,335528,2009-01-10,228,Crypto Transfers,Transfer out
35529,335529,2009-01-09,229,Customer Contact,Address
35530,335530,2009-01-08,230,ACH,ACH Out
35531,335531,2009-01-07,231,Wire,Wire In
35532,335532,2009-01-06,232,ACAT,ACAT Out
35533,335533,2009-01-05,233,Crypto Transfers,Transfer out
35534,335534,2009-01-04,234,Customer Contact,Phone Number
35535,335535,2009-01-03,235,Wire,Wire Out
35536,335536,2009-01-02,236,ACH,ACH Out
35537,335537,2009-01-01,237,ACAT,ACAT Out
35538,335538,2008-12-31,238,Wire,Wire In
35539,335539,2008-12-30,239,Crypto Transfers,Transfer out
35540,335540,2008-12-29,240,ACAT,ACAT Out
35541,335541,2008-12-28,241,ACH,ACH In
35542,335542,2008-12-27,242,Crypto Transfers,Transfer in
35543,335543,2008-12-26,243,Wire,Wire Out
35544,335544,2008-12-25,244,Customer Contact,Phone Number
35545,335545,2008-12-24,245,Wire,Wire Out
35546,335546,2008-12-23,246,Crypto Transfers,Transfer in
35547,335547,2008-12-22,247,Wire,Wire In
35548,335548,2008-12-21,248,Customer Contact,Name
35549,335549,2008-12-20,249,Wire,Wire In
35550,335550,2008-12-19,250,Customer Contact,Name
35551,335551,2008-12-18,251,Customer Contact,E-mail
35552,335552,2008-12-17,252,Crypto Transfers,Transfer out
35553,335553,2008-12-16,253,Customer Contact,Phone Number
35554,335554,2008-12-15,254,ACH,ACH In
35555,335555,2008-12-14,255,Wire,Wire In
35556,335556,2008-12-13,256,Wire,Wire In
35557,335557,2008-12-12,257,ACAT,ACAT In
35558,335558,2008-12-11,258,Crypto Transfers,Transfer in
35559,335559,2008-12-10,259,ACAT,ACAT In
35560,335560,2008-12-09,260,Customer Contact,Phone Number
35561,335561,2008-12-08,261,ACH,ACH In
35562,335562,2008-12-07,262,Customer Contact,Address
35563,335563,2008-12-06,263,Customer Contact,Name
35564,335564,2008-12-05,264,ACH,ACH In
35565,335565,2008-12-04,265,Customer Contact,Phone Number
35566,335566,2008-12-03,266,Wire,Wire In
35567,335567,2008-12-02,267,Crypto Transfers,Transfer in
35568,335568,2008-12-01,268,ACH,ACH Out
35569,335569,2008-11-30,269,ACH,ACH In
35570,335570,2008-11-29,270,Crypto Transfers,Transfer out
35571,335571,2008-11-28,271,Crypto Transfers,Transfer in
35572,335572,2008-11-27,272,Customer Contact,Name
35573,335573,2008-11-26,273,Crypto Transfers,Transfer in
35574,335574,2008-11-25,274,ACH,ACH In
35575,335575,2008-11-24,275,ACAT,ACAT Out
35576,335576,2008-11-23,276,Customer Contact,Phone Number
35577,335577,2008-11-22,277,Crypto Transfers,Transfer in
35578,335578,2008-11-21,278,ACH,ACH Out
35579,335579,2008-11-20,279,Customer Contact,E-mail
35580,335580,2008-11-19,280,Customer Contact,Address
35581,335581,2008-11-18,281,Wire,Wire In
35582,335582,2008-11-17,282,ACAT,ACAT Out
35583,335583,2008-11-16,283,Crypto Transfers,Transfer out
35584,335584,2008-11-15,284,Customer Contact,E-mail
35585,335585,2008-11-14,285,ACAT,ACAT In
35586,335586,2008-11-13,286,ACH,ACH In
35587,335587,2008-11-12,287,Wire,Wire Out
35588,335588,2008-11-11,288,Wire,Wire In
35589,335589,2008-11-10,289,ACAT,ACAT Out
35590,335590,2008-11-09,290,ACAT,ACAT In
35591,335591,2008-11-08,291,Customer Contact,Address
35592,335592,2008-11-07,292,Wire,Wire In
35593,335593,2008-11-06,293,Customer Contact,Phone Number
35594,335594,2008-11-05,294,ACH,ACH In
35595,335595,2008-11-04,295,ACAT,ACAT In
35596,335596,2008-11-03,296,ACH,ACH In
35597,335597,2008-11-02,297,Wire,Wire In
35598,335598,2008-11-01,298,ACAT,ACAT Out
35599,335599,2008-10-31,299,Crypto Transfers,Transfer out
35600,335600,2008-10-30,300,Crypto Transfers,Transfer in
35601,335601,2008-10-29,301,Wire,Wire In
35602,335602,2008-10-28,302,ACAT,ACAT In
35603,335603,2008-10-27,303,ACH,ACH In
35604,335604,2008-10-26,304,ACH,ACH Out
35605,335605,2008-10-25,305,ACH,ACH In
35606,335606,2008-10-24,306,ACAT,ACAT Out
35607,335607,2008-10-23,307,Wire,Wire In
35608,335608,2008-10-22,308,Wire,Wire In
35609,335609,2008-10-21,309,Wire,Wire Out
35610,335610,2008-10-20,310,ACH,ACH In
35611,335611,2008-10-19,311,Wire,Wire Out
35612,335612,2008-10-18,312,Wire,Wire In
35613,335613,2008-10-17,313,Wire,Wire In
35614,335614,2008-10-16,314,Wire,Wire Out
35615,335615,2008-10-15,315,Crypto Transfers,Transfer in
35616,335616,2008-10-14,316,ACAT,ACAT Out
35617,335617,2008-10-13,317,Wire,Wire In
35618,335618,2008-10-12,318,Wire,Wire In
35619,335619,2008-10-11,319,Customer Contact,Name
35620,335620,2008-10-10,320,ACH,ACH Out
35621,335621,2008-10-09,321,Crypto Transfers,Transfer in
35622,335622,2008-10-08,322,Crypto Transfers,Transfer out
35623,335623,2008-10-07,323,Wire,Wire In
35624,335624,2008-10-06,324,Crypto Transfers,Transfer in
35625,335625,2008-10-05,325,Customer Contact,Name
35626,335626,2008-10-04,326,Customer Contact,Phone Number
35627,335627,2008-10-03,327,Customer Contact,E-mail
35628,335628,2008-10-02,328,Customer Contact,E-mail
35629,335629,2008-10-01,329,Customer Contact,E-mail
35630,335630,2008-09-30,330,ACAT,ACAT In
35631,335631,2008-09-29,331,ACH,ACH Out
35632,335632,2008-09-28,332,ACH,ACH In
35633,335633,2008-09-27,333,ACAT,ACAT In
35634,335634,2008-09-26,334,Customer Contact,Address
35635,335635,2008-09-25,335,Customer Contact,Address
35636,335636,2008-09-24,336,Crypto Transfers,Transfer out
35637,335637,2008-09-23,337,Crypto Transfers,Transfer out
35638,335638,2008-09-22,338,ACH,ACH In
35639,335639,2008-09-21,339,ACH,ACH Out
35640,335640,2008-09-20,340,Wire,Wire In
35641,335641,2008-09-19,341,ACH,ACH In
35642,335642,2008-09-18,342,ACAT,ACAT In
35643,335643,2008-09-17,343,ACAT,ACAT In
35644,335644,2008-09-16,344,Customer Contact,E-mail
35645,335645,2008-09-15,345,Crypto Transfers,Transfer out
35646,335646,2008-09-14,346,ACAT,ACAT In
35647,335647,2008-09-13,347,Crypto Transfers,Transfer in
35648,335648,2008-09-12,348,Crypto Transfers,Transfer in
35649,335649,2008-09-11,349,ACAT,ACAT In
35650,335650,2008-09-10,350,Crypto Transfers,Transfer out
35651,335651,2008-09-09,351,Wire,Wire Out
35652,335652,2008-09-08,352,ACAT,ACAT Out
35653,335653,2008-09-07,353,Wire,Wire In
35654,335654,2008-09-06,354,ACAT,ACAT In
35655,335655,2008-09-05,355,ACH,ACH Out
35656,335656,2008-09-04,356,Customer Contact,Name
35657,335657,2008-09-03,357,ACAT,ACAT Out
35658,335658,2008-09-02,358,Customer Contact,Name
35659,335659,2008-09-01,359,Wire,Wire Out
35660,335660,2008-08-31,360,Wire,Wire In
35661,335661,2008-08-30,361,Customer Contact,Name
35662,335662,2008-08-29,362,Wire,Wire In
35663,335663,2008-08-28,363,Customer Contact,Address
35664,335664,2008-08-27,364,Wire,Wire In
35665,335665,2008-08-26,365,ACAT,ACAT Out
35666,335666,2008-08-25,366,Wire,Wire In
35667,335667,2008-08-24,367,Customer Contact,E-mail
35668,335668,2008-08-23,368,ACAT,ACAT Out
35669,335669,2008-08-22,369,ACAT,ACAT In
35670,335670,2008-08-21,370,Wire,Wire In
35671,335671,2008-08-20,371,ACAT,ACAT Out
35672,335672,2008-08-19,372,Wire,Wire In
35673,335673,2008-08-18,373,ACH,ACH Out
35674,335674,2008-08-17,374,Wire,Wire Out
35675,335675,2008-08-16,375,ACH,ACH In
35676,335676,2008-08-15,376,ACH,ACH Out
35677,335677,2008-08-14,377,Customer Contact,Phone Number
35678,335678,2008-08-13,378,ACAT,ACAT Out
35679,335679,2008-08-12,379,Customer Contact,Name
35680,335680,2008-08-11,380,Customer Contact,E-mail
35681,335681,2008-08-10,381,ACAT,ACAT In
35682,335682,2008-08-09,382,ACAT,ACAT In
35683,335683,2008-08-08,383,Crypto Transfers,Transfer out
35684,335684,2008-08-07,384,Crypto Transfers,Transfer out
35685,335685,2008-08-06,385,Crypto Transfers,Transfer out
35686,335686,2008-08-05,386,Customer Contact,Name
35687,335687,2008-08-04,387,ACH,ACH In
35688,335688,2008-08-03,388,ACH,ACH Out
35689,335689,2008-08-02,389,Crypto Transfers,Transfer in
35690,335690,2008-08-01,390,Crypto Transfers,Transfer out
35691,335691,2008-07-31,391,Crypto Transfers,Transfer in
35692,335692,2008-07-30,392,Crypto Transfers,Transfer out
35693,335693,2008-07-29,393,Customer Contact,Address
35694,335694,2008-07-28,394,Wire,Wire Out
35695,335695,2008-07-27,395,Crypto Transfers,Transfer in
35696,335696,2008-07-26,396,ACH,ACH Out
35697,335697,2008-07-25,397,Crypto Transfers,Transfer in
35698,335698,2008-07-24,398,Wire,Wire In
35699,335699,2008-07-23,399,ACH,ACH In
35700,335700,2008-07-22,400,Customer Contact,Address
35701,335701,2008-07-21,401,Wire,Wire Out
35702,335702,2008-07-20,402,Customer Contact,Phone Number
35703,335703,2008-07-19,403,Crypto Transfers,Transfer out
35704,335704,2008-07-18,404,ACH,ACH Out
35705,335705,2008-07-17,405,Crypto Transfers,Transfer in
35706,335706,2008-07-16,406,Crypto Transfers,Transfer out
35707,335707,2008-07-15,407,Crypto Transfers,Transfer out
35708,335708,2008-07-14,408,Customer Contact,Address
35709,335709,2008-07-13,409,Crypto Transfers,Transfer out
35710,335710,2008-07-12,410,ACH,ACH Out
35711,335711,2008-07-11,411,Customer Contact,Address
35712,335712,2008-07-10,412,Customer Contact,Phone Number
35713,335713,2008-07-09,413,Crypto Transfers,Transfer in
35714,335714,2008-07-08,414,Crypto Transfers,Transfer out
35715,335715,2008-07-07,415,Customer Contact,Name
35716,335716,2008-07-06,416,Wire,Wire Out
35717,335717,2008-07-05,417,Crypto Transfers,Transfer out
35718,335718,2008-07-04,418,Wire,Wire Out
35719,335719,2008-07-03,419,Customer Contact,Phone Number
35720,335720,2008-07-02,420,ACAT,ACAT Out
35721,335721,2008-07-01,421,Wire,Wire In
35722,335722,2008-06-30,422,ACH,ACH Out
35723,335723,2008-06-29,423,ACH,ACH In
35724,335724,2008-06-28,424,ACAT,ACAT Out
35725,335725,2008-06-27,425,Crypto Transfers,Transfer in
35726,335726,2008-06-26,426,ACAT,ACAT Out
35727,335727,2008-06-25,427,Wire,Wire In
35728,335728,2008-06-24,428,Wire,Wire Out
35729,335729,2008-06-23,429,ACH,ACH In
35730,335730,2008-06-22,430,ACAT,ACAT In
35731,335731,2008-06-21,431,ACH,ACH Out
35732,335732,2008-06-20,432,ACAT,ACAT Out
35733,335733,2008-06-19,433,ACH,ACH In
35734,335734,2008-06-18,434,Wire,Wire In
35735,335735,2008-06-17,435,Crypto Transfers,Transfer in
35736,335736,2008-06-16,436,Wire,Wire Out
35737,335737,2008-06-15,437,ACAT,ACAT Out
35738,335738,2008-06-14,438,ACAT,ACAT In
35739,335739,2008-06-13,439,ACH,ACH In
35740,335740,2008-06-12,440,ACH,ACH In
35741,335741,2008-06-11,441,Crypto Transfers,Transfer out
35742,335742,2008-06-10,442,ACAT,ACAT In
35743,335743,2008-06-09,443,Wire,Wire Out
35744,335744,2008-06-08,444,ACH,ACH Out
35745,335745,2008-06-07,445,Crypto Transfers,Transfer in
35746,335746,2008-06-06,446,ACAT,ACAT In
35747,335747,2008-06-05,447,ACH,ACH In
35748,335748,2008-06-04,448,ACAT,ACAT Out
35749,335749,2008-06-03,449,Customer Contact,Name
35750,335750,2008-06-02,450,Crypto Transfers,Transfer in
35751,335751,2008-06-01,451,Customer Contact,Phone Number
35752,335752,2008-05-31,452,ACH,ACH Out
35753,335753,2008-05-30,453,Crypto Transfers,Transfer out
35754,335754,2008-05-29,454,ACH,ACH Out
35755,335755,2008-05-28,455,ACAT,ACAT Out
35756,335756,2008-05-27,456,Customer Contact,Name
35757,335757,2008-05-26,457,ACAT,ACAT In
35758,335758,2008-05-25,458,Customer Contact,E-mail
35759,335759,2008-05-24,459,Customer Contact,Phone Number
35760,335760,2008-05-23,460,Customer Contact,Phone Number
35761,335761,2008-05-22,461,Wire,Wire Out
35762,335762,2008-05-21,462,Crypto Transfers,Transfer out
35763,335763,2008-05-20,463,ACH,ACH In
35764,335764,2008-05-19,464,Customer Contact,Phone Number
35765,335765,2008-05-18,465,Customer Contact,E-mail
35766,335766,2008-05-17,466,ACAT,ACAT In
35767,335767,2008-05-16,467,Customer Contact,Address
35768,335768,2008-05-15,468,Crypto Transfers,Transfer in
35769,335769,2008-05-14,469,Customer Contact,Address
35770,335770,2008-05-13,470,ACAT,ACAT Out
35771,335771,2008-05-12,471,ACAT,ACAT Out
35772,335772,2008-05-11,472,Wire,Wire In
35773,335773,2008-05-10,473,Wire,Wire Out
35774,335774,2008-05-09,474,ACAT,ACAT In
35775,335775,2008-05-08,475,Wire,Wire Out
35776,335776,2008-05-07,476,ACAT,ACAT In
35777,335777,2008-05-06,477,Wire,Wire In
35778,335778,2008-05-05,478,ACAT,ACAT In
35779,335779,2008-05-04,479,ACH,ACH Out
35780,335780,2008-05-03,480,Wire,Wire Out
35781,335781,2008-05-02,481,ACH,ACH Out
35782,335782,2008-05-01,482,Customer Contact,Name
35783,335783,2008-04-30,483,Customer Contact,Phone Number
35784,335784,2008-04-29,484,Wire,Wire Out
35785,335785,2008-04-28,485,ACH,ACH In
35786,335786,2008-04-27,486,Wire,Wire Out
35787,335787,2008-04-26,487,ACAT,ACAT In
35788,335788,2008-04-25,488,Customer Contact,Name
35789,335789,2008-04-24,489,ACH,ACH Out
35790,335790,2008-04-23,490,ACH,ACH Out
35791,335791,2008-04-22,491,Wire,Wire In
35792,335792,2008-04-21,492,Wire,Wire Out
35793,335793,2008-04-20,493,Crypto Transfers,Transfer in
35794,335794,2008-04-19,494,Customer Contact,Phone Number
35795,335795,2008-04-18,495,ACH,ACH Out
35796,335796,2008-04-17,496,Customer Contact,E-mail
35797,335797,2008-04-16,497,Crypto Transfers,Transfer in
35798,335798,2008-04-15,498,Crypto Transfers,Transfer in
35799,335799,2008-04-14,499,Crypto Transfers,Transfer out
35800,335800,2008-04-13,500,ACH,ACH In
35801,335801,2008-04-12,501,Crypto Transfers,Transfer in
35802,335802,2008-04-11,502,Crypto Transfers,Transfer in
35803,335803,2008-04-10,503,ACH,ACH In
35804,335804,2008-04-09,504,ACAT,ACAT In
35805,335805,2008-04-08,505,ACAT,ACAT In
35806,335806,2008-04-07,506,Wire,Wire In
35807,335807,2008-04-06,507,Wire,Wire Out
35808,335808,2008-04-05,508,Customer Contact,Name
35809,335809,2008-04-04,509,Crypto Transfers,Transfer out
35810,335810,2008-04-03,510,Crypto Transfers,Transfer out
35811,335811,2008-04-02,511,ACAT,ACAT Out
35812,335812,2008-04-01,512,ACH,ACH In
35813,335813,2008-03-31,513,Crypto Transfers,Transfer in
35814,335814,2008-03-30,514,Crypto Transfers,Transfer in
35815,335815,2008-03-29,515,ACAT,ACAT Out
35816,335816,2008-03-28,516,ACAT,ACAT In
35817,335817,2008-03-27,517,ACAT,ACAT In
35818,335818,2008-03-26,518,Wire,Wire Out
35819,335819,2008-03-25,519,ACH,ACH In
35820,335820,2008-03-24,520,ACH,ACH Out
35821,335821,2008-03-23,521,Crypto Transfers,Transfer in
35822,335822,2008-03-22,522,Customer Contact,Name
35823,335823,2008-03-21,523,Wire,Wire In
35824,335824,2008-03-20,524,ACH,ACH Out
35825,335825,2008-03-19,525,ACH,ACH Out
35826,335826,2008-03-18,526,ACAT,ACAT Out
35827,335827,2008-03-17,527,ACH,ACH Out
35828,335828,2008-03-16,528,ACAT,ACAT In
35829,335829,2008-03-15,529,ACAT,ACAT In
35830,335830,2008-03-14,530,Crypto Transfers,Transfer in
35831,335831,2008-03-13,531,Customer Contact,Address
35832,335832,2008-03-12,532,ACAT,ACAT Out
35833,335833,2008-03-11,533,ACAT,ACAT In
35834,335834,2008-03-10,534,Crypto Transfers,Transfer in
35835,335835,2008-03-09,535,ACAT,ACAT Out
35836,335836,2008-03-08,536,Customer Contact,Address
35837,335837,2008-03-07,537,ACAT,ACAT In
35838,335838,2008-03-06,538,ACAT,ACAT Out
35839,335839,2008-03-05,539,ACAT,ACAT Out
35840,335840,2008-03-04,540,Crypto Transfers,Transfer out
35841,335841,2008-03-03,541,Wire,Wire In
35842,335842,2008-03-02,542,ACH,ACH Out
35843,335843,2008-03-01,543,ACAT,ACAT In
35844,335844,2008-02-29,544,Crypto Transfers,Transfer out
35845,335845,2008-02-28,545,Crypto Transfers,Transfer out
35846,335846,2008-02-27,546,Customer Contact,Name
35847,335847,2008-02-26,547,Wire,Wire Out
35848,335848,2008-02-25,548,Crypto Transfers,Transfer out
35849,335849,2008-02-24,549,Wire,Wire In
35850,335850,2008-02-23,550,Wire,Wire In
35851,335851,2008-02-22,551,Customer Contact,Phone Number
35852,335852,2008-02-21,552,Crypto Transfers,Transfer in
35853,335853,2008-02-20,553,ACAT,ACAT In
35854,335854,2008-02-19,554,Crypto Transfers,Transfer in
35855,335855,2008-02-18,555,Wire,Wire Out
35856,335856,2008-02-17,556,Wire,Wire In
35857,335857,2008-02-16,557,Customer Contact,Name
35858,335858,2008-02-15,558,Wire,Wire In
35859,335859,2008-02-14,559,Customer Contact,Address
35860,335860,2008-02-13,560,ACH,ACH Out
35861,335861,2008-02-12,561,ACAT,ACAT Out
35862,335862,2008-02-11,562,Crypto Transfers,Transfer in
35863,335863,2008-02-10,563,Customer Contact,E-mail
35864,335864,2008-02-09,564,ACH,ACH In
35865,335865,2008-02-08,565,Crypto Transfers,Transfer out
35866,335866,2008-02-07,566,Crypto Transfers,Transfer out
35867,335867,2008-02-06,567,ACH,ACH In
35868,335868,2008-02-05,568,ACAT,ACAT Out
35869,335869,2008-02-04,569,ACH,ACH In
35870,335870,2008-02-03,570,ACH,ACH In
35871,335871,2008-02-02,571,ACAT,ACAT Out
35872,335872,2008-02-01,572,Wire,Wire In
35873,335873,2008-01-31,573,ACH,ACH Out
35874,335874,2008-01-30,574,ACAT,ACAT In
35875,335875,2008-01-29,575,Customer Contact,Address
35876,335876,2008-01-28,576,Customer Contact,Address
35877,335877,2008-01-27,577,Wire,Wire Out
35878,335878,2008-01-26,578,Crypto Transfers,Transfer out
35879,335879,2008-01-25,579,Crypto Transfers,Transfer out
35880,335880,2008-01-24,580,Customer Contact,Address
35881,335881,2008-01-23,581,Wire,Wire Out
35882,335882,2008-01-22,582,ACH,ACH Out
35883,335883,2008-01-21,583,ACH,ACH Out
35884,335884,2008-01-20,584,ACAT,ACAT Out
35885,335885,2008-01-19,585,Wire,Wire In
35886,335886,2008-01-18,586,ACH,ACH In
35887,335887,2008-01-17,587,Customer Contact,E-mail
35888,335888,2008-01-16,588,Wire,Wire Out
35889,335889,2008-01-15,589,ACAT,ACAT In
35890,335890,2008-01-14,590,ACH,ACH In
35891,335891,2008-01-13,591,ACH,ACH Out
35892,335892,2008-01-12,592,ACH,ACH Out
35893,335893,2008-01-11,593,ACH,ACH Out
35894,335894,2008-01-10,594,Wire,Wire In
35895,335895,2008-01-09,595,Wire,Wire Out
35896,335896,2008-01-08,596,Crypto Transfers,Transfer out
35897,335897,2008-01-07,597,Crypto Transfers,Transfer in
35898,335898,2008-01-06,598,ACH,ACH Out
35899,335899,2008-01-05,599,ACH,ACH In
35900,335900,2008-01-04,600,Customer Contact,Address
35901,335901,2008-01-03,601,Wire,Wire In
35902,335902,2008-01-02,602,Wire,Wire Out
35903,335903,2008-01-01,603,Wire,Wire In
35904,335904,2007-12-31,604,Customer Contact,Phone Number
35905,335905,2007-12-30,605,ACAT,ACAT In
35906,335906,2007-12-29,606,ACH,ACH Out
35907,335907,2007-12-28,607,Customer Contact,Address
35908,335908,2007-12-27,608,ACH,ACH Out
35909,335909,2007-12-26,609,ACH,ACH Out
35910,335910,2007-12-25,610,ACAT,ACAT Out
35911,335911,2007-12-24,611,ACAT,ACAT In
35912,335912,2007-12-23,612,Crypto Transfers,Transfer in
35913,335913,2007-12-22,613,ACH,ACH In
35914,335914,2007-12-21,614,Wire,Wire In
35915,335915,2007-12-20,615,ACH,ACH In
35916,335916,2007-12-19,616,ACH,ACH In
35917,335917,2007-12-18,617,ACAT,ACAT In
35918,335918,2007-12-17,618,ACAT,ACAT In
35919,335919,2007-12-16,619,ACAT,ACAT Out
35920,335920,2007-12-15,620,Crypto Transfers,Transfer in
35921,335921,2007-12-14,621,ACH,ACH Out
35922,335922,2007-12-13,622,Customer Contact,Address
35923,335923,2007-12-12,623,Crypto Transfers,Transfer out
35924,335924,2007-12-11,624,ACAT,ACAT Out
35925,335925,2007-12-10,625,ACAT,ACAT Out
35926,335926,2007-12-09,626,ACH,ACH In
35927,335927,2007-12-08,627,Customer Contact,Name
35928,335928,2007-12-07,628,ACH,ACH Out
35929,335929,2007-12-06,629,Wire,Wire In
35930,335930,2007-12-05,630,ACH,ACH Out
35931,335931,2007-12-04,631,Crypto Transfers,Transfer in
35932,335932,2007-12-03,632,ACAT,ACAT Out
35933,335933,2007-12-02,633,Crypto Transfers,Transfer in
35934,335934,2007-12-01,634,Crypto Transfers,Transfer in
35935,335935,2007-11-30,635,Crypto Transfers,Transfer out
35936,335936,2007-11-29,636,Wire,Wire In
35937,335937,2007-11-28,637,Wire,Wire In
35938,335938,2007-11-27,638,Wire,Wire In
35939,335939,2007-11-26,639,Crypto Transfers,Transfer in
35940,335940,2007-11-25,640,Wire,Wire In
35941,335941,2007-11-24,641,Customer Contact,Phone Number
35942,335942,2007-11-23,642,ACH,ACH Out
35943,335943,2007-11-22,643,ACH,ACH In
